Language,id,title,GoodReadAverageRating,description,author,NumberofRatings
English,191139,"Oh, the Places You'll Go!",4.34,"Theodor Seuss Geisel was born 2 March 1904 in Springfield, MA. He graduated Dartmouth College in 1925, and proceeded on to Oxford University with the intent of acquiring a doctorate in literature. At Oxford he met Helen Palmer, who he wed in 1927. He returned from Europe in 1927, and began working for a magazine called Judge, the leading humor magazine in America at the time, submitting both carto",Dr. Seuss,262403
English,18254,Oliver Twist,3.85,"The story of the orphan Oliver, who runs away from the workhouse only to be taken in by a den of thieves, shocked readers when it was first published. Dickens's tale of childhood innocence beset by evil depicts the dark criminal underworld of a London peopled by vivid and memorable characters — the arch-villain Fagin, the artful Dodger, the menacing Bill Sikes and the prostitute Nancy. Combining elements of Gothic Romance, the Newgate Novel and popular melodrama, in ",Charles Dickens,255322
English,16115612,And The Mountains Echoed,4.03,–bestselling author of ,Khaled Hosseini,231336
English,355697,Im Westen nichts Neues,3.92,"Through years of vivid horror, Paul holds fast to a single vow: to fight against the hatred that meaninglessly pi",Erich Maria Remarque,268612
English,78411,The Bad Beginning,3.89,"I'm sorry to say that the book you are holding in your hands is extremely unpleasant. It tells an unhappy tale about three very unlucky children. Even though they are charming and clever, the Baudelaire siblings lead lives filled with misery and woe. From the very first page of this book when the children are at the beach and receive terrible news, continuing o",Lemony Snicket,297634
English,6936382,Anna and the French Kiss,4.07,", Étienne has it all...including a serious girlfriend. ",Stephanie Perkins,288472
English,3236307,Graceling,4.1,"Katsa has been able to kill a man with her bare hands since she was eight—she’s a Graceling, one of th",Kristin Cashore,299370
English,6149,Beloved,3.77,"Sethe was born a slave and escaped to Ohio, but eighteen years later she is still not free. She has too many memories of Sweet Home, the beautiful farm where so many hideous things happened. Her new home is haunted by",Toni Morrison,246733
English,11149,The Screwtape Letters,4.21,"Screwtape holds an administrative post in the bureaucracy (""Lowerarchy"") of Hell, and acts as a mentor to Wormwood, the inexperienced tempter.",C.S. Lewis,240647
"
                  ",16143347,We Were Liars,3.85,A private island.,E. Lockhart,303221
English,7745,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,4.08,"Hunter Stockton Thompson was an American journalist and author, famous for his book ",Hunter S. Thompson,243742
English,11590,Salem's Lot,3.99,"Stephen Edwin King was born the second son of Donald and Nellie Ruth Pillsbury King. After his father left them when Stephen was two, he and his older brother, David, were raised by his mother. Parts of his childhood were spent in Fort Wayne, Indiana, where his father's family was at the time, and in Stratford, Connecticut. When Stephen was eleven, his mother brought her children back to Durham, M",Stephen King,247917
English,236093,The Wonderful Wizard of Oz,3.98,"Dorothy thinks she's lost forever when a tornado whirls her and her dog, Toto, into a magical world. To get home, she must find the wonderful wizard in the Emerald City of Oz. On the way she meets the Scarecrow, the Tin Woodman and the Cowardly Lion. But the Wicked Witch of the West has her own plans for the new arrival - will Dorothy ever see",L. Frank Baum,281436
"
                  ",121749,"
                  000720230X
                      ",3.96,CLIVE STAPLES LEWIS (1898–1963) was one of the intellectual giants of the twentieth century and arguably one of the most influential writers of his day. He was a Fellow and Tutor in English Literature at Oxford University until 1954. He was unanimously elected to the Chair of Medieval and Renaissance Literature,C.S. Lewis,274571
English,10025305,Clockwork Prince,4.46,"In the magical underworld of Victorian London, Tessa Gray has at last found safety with the Shadowhunters. But that safety proves fleeting when rogue forces in the Clave plot to see her protector, Charlotte, replaced as head of the Institute. If Charlotte loses her position, Tessa will be out on the street—and easy prey for the mysterious Magister, who wants to use Tessa’s powers for his own dark ends.",Cassandra Clare,332364
English,12996,"The Tragedy of Othello, The Moor of Venice",3.88,"In Othello, Shakespeare creates a powerful drama of a marriage that begins with fascination (between the exotic Moor Othello and the Venetian lady Desdemona), with elopement, and with intense mutual devotion and that ends precipitately with jealous rage and violent deaths. He sets this story in the romantic world of the Mediterranean, moving the action from Venice to the island of Cyprus and giving it an even more exotic coloring with stories of Othello's African past. Shakespeare builds so many differences into his hero and heroine—differences of race, of age, of cultural background—that one should not, perhaps, be surprised that the marriage ends disastrously. But most people who see or read the play feel that the love that the play presents between Othello and Desdemona is so strong that it would have overcome all these differences were it not for the words and actions of Othello's standard-bearer, Iago, who hates Othello and sets out to destroy him by destroying his love for Desdemona. As Othello succumbs to Iago's insinuations that Desdemona is unfaithful, fascination—which dominates the early acts of the play—turns to horror, especially for the audience. We are confronted by spectacles of a generous and trusting Othello in the grip of Iago's schemes; of an innocent Desdemona, who has given herself up entirely to her love for Othello only to be subjected to his horrifying verbal and physical assaults, the outcome of Othello's mistaken convictions about her faithlessness.",William Shakespeare,258270
English,24192,The Runaway Jury,3.96,"The jury is behaving strangely, and at least one juror is convinced he's being watched. Soon they have to be sequestered. Then a tip from an anonymous young woman sugg",John Grisham,227824
English,45978,Eldest,3.96,It is the journey of a lifetime,Christopher Paolini,275762
English,4138,Naked,4.08,", Sedaris turns the mania for memoir on its proverbial ear, mining the exceedingly rich terrain of his life, his family, and his unique worldview—a sensibility at once take-no-prisoners sharp and deeply charitable. A tart-tongued mother does dead-on imitations of her young son's nervous",David Sedaris,205641
English,13497818,The Casual Vacancy,3.28,"Pagford is, seemingly, an English idyll, with a cobbled market square and an ancient abbey, but what lies behind the pretty façade is a town at war.",J.K. Rowling,255920
English,1371,Ἰλιάς,3.83,"In the Western classical tradition, Homer (Greek: ",Homer,276123
English,20910157,Yes Please,3.81,", she offers up a big juicy stew of personal stories, funny bits on sex and love and friendship and parenthood and real life advice (some useful, some not so much), like when to be funny and when to be serious. Powered by Amy’s charming and hilarious, biting yet wise voice, ",Amy Poehler,278717
English,37732,"Are You There God? It's Me, Margaret",3.89,"Margaret Simon, almost twelve, likes long hair, tuna fish, the smell of rain, and things that are pink. She’s just moved from New York City to Farbook, New Jersey, and is anxious to fit in with her new friends—Nancy, Gretchen, and Janie. When they form a secret club to talk about private subjects like boys, bras, and getting their first periods, Margaret is happy to belong.",Judy Blume,162948
